id,StateDesc,CityName,1P:No Annual Checkup:Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,3O:Arthritis:Arthritis among adults aged >=18 Years,2B:Binge Drinking:Binge drinking among adults aged >=18 Years,3O:Chronic Pulmonary Disease:Chronic obstructive pulmonary disease among adults aged >=18 Years,3O:Cancer:Cancer (excluding skin cancer) among adults aged >=18 Years,1P:No Cholesterol Screening:Cholesterol screening among adults aged >=18 Years,3O:Chronic Kidney Disease:Chronic kidney disease among adults aged >=18 Years,"1P:No Colorectal Cancer Screening:Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years","1P:No Preventive services-older men:Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening","1P:No Preventive services-older women:Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",3O:Coronary Heart Disease:Coronary heart disease among adults aged >=18 Years,3O:Asthma:Current asthma among adults aged >=18 Years,2B:Current Smoking:Current smoking among adults aged >=18 Years,1P:No Dental Visit:Visits to dentist or dental clinic among adults aged >=18 Years,3O:Diabetes:Diagnosed diabetes among adults aged >=18 Years,1P:No Health Insurance:Current lack of health insurance among adults aged 18–64 Years,3O:High Blood Pressure:High blood pressure among adults aged >=18 Years,3O:High Cholesterol:High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1P:No Mammography:Mammography use among women aged 50–74 Years,3O:Mental Health:Mental health not good for >=14 days among adults aged >=18 Years,2B:Obesity:Obesity among adults aged >=18 Years,1P:No Pap Smear Test:Papanicolaou smear use among adult women aged 21–65 Years,3O:Physical Health:Physical health not good for >=14 days among adults aged >=18 Years,2B:Physical Inactivity:No leisure-time physical activity among adults aged >=18 Years,2B:Sleep < 7 hours:Sleeping less than 7 hours among adults aged >=18 Years,3O:Stroke:Stroke among adults aged >=18 Years,1P:Not Taking BP Medication:Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,3O:All Teeth Lost:All teeth lost among adults aged >=65 Years,CityFIPS,PopulationCount,health_score,city_ascii,state_name,lat,lng,county_fips,county_name,cz,czname,statename,stateabbrv_x,life_q1_f,life_q2_f,life_q3_f,life_q4_f,life_q1_m,life_q2_m,life_q3_m,life_q4_m,expectancy_f,expectancy_m,"4L:Life Expectancy Top 25%:Life expectancy in years, Top Quartile Income","4L:Life Expectancy Bottom 25%:Life expectancy in years, Bottom Quartile Income",4L:Life Expectancy Average: Average Life Expectancy in Years,disparity_m,disparity_f,disparity_avg,FIPS,stateabbrv_y,health_rank
43,Nebraska,Omaha,35.900000000000006,22.4,21.0,5.5,6.1,30.400000000000006,2.5,39.0,63.0,65.2,5.4,8.3,21.3,35.900000000000006,9.2,17.0,29.4,35.0,26.799999999999997,10.5,31.7,19.599999999999994,10.2,27.0,32.6,2.9,23.400000000000006,13.9,3137000,408958,57,Omaha,Nebraska,41.2586096,-95.937792,31055,Douglas,28202.0,Omaha,Nebraska,NE,80.59,83.88,85.84,87.68,75.17,79.81,82.35,84.94,84.5,80.6,86.3,77.9,82.6,9.8,7.1,8.4,31055,NE,272
44,North Carolina,Raleigh,29.5,18.2,16.5,4.7,4.9,23.900000000000006,2.2,31.400000000000006,59.9,61.3,4.3,8.7,16.4,36.0,7.7,17.5,26.8,30.0,19.700000000000003,11.4,24.8,15.0,10.2,21.8,32.2,2.4,28.5,13.1,3755000,403892,77,Raleigh,North Carolina,35.772096000000005,-78.6386145,37183,Wake,1701.0,Raleigh,North Carolina,NC,81.61,84.37,86.4,88.05,75.63,79.53,82.84,85.93,85.1,81.0,87.0,78.6,83.0,10.3,6.4,8.4,37183,NC,82
45,Florida,Miami,28.299999999999997,22.0,14.4,6.7,5.3,27.400000000000006,3.9,47.1,78.1,80.1,7.8,8.3,18.1,46.5,15.0,34.599999999999994,32.5,38.3,26.700000000000003,14.7,29.7,24.299999999999997,17.0,36.4,37.0,3.9,21.599999999999994,16.9,1245000,399457,34,Miami,Florida,25.7742658,-80.1936589,12086,Miami-Dade,7000.0,Miami,Florida,FL,85.77,85.77,86.37,87.54,79.96,81.59,82.79,85.14,86.4,82.4,86.3,82.9,84.4,5.2,1.8,3.4,12086,FL,476
46,Ohio,Cleveland,26.299999999999997,29.8,14.9,10.4,5.6,30.599999999999994,3.8,47.4,73.8,79.3,8.3,12.1,28.2,51.2,16.7,19.599999999999994,40.7,36.1,28.700000000000003,16.7,39.8,27.900000000000006,18.1,36.7,45.2,5.4,19.0,28.9,3916000,396815,18,Cleveland,Ohio,41.499495399999994,-81.6954088,39035,Cuyahoga,15200.0,Cleveland,Ohio,OH,80.96,83.73,85.65,87.6,75.1,79.8,82.68,85.32,84.5,80.7,86.5,78.0,82.6,10.2,6.6,8.5,39035,OH,497
47,Oklahoma,Tulsa,33.7,25.2,12.6,7.4,6.1,29.299999999999997,2.8,41.2,60.0,62.1,6.9,9.7,21.9,47.1,10.7,17.700000000000003,35.4,37.4,33.900000000000006,13.6,33.6,25.299999999999997,14.0,32.9,36.3,3.5,23.5,18.5,4075000,391906,46,Tulsa,Oklahoma,36.157928999999996,-96.01655809,40143,Tulsa,30402.0,Tulsa,Oklahoma,OK,79.78,82.53,85.11,86.82,74.4,79.0,81.81,84.09,83.6,79.8,85.5,77.1,81.7,9.7,7.0,8.4,40143,OK,394
48,California,Oakland,34.900000000000006,19.9,15.3,5.0,5.2,26.599999999999994,2.7,38.2,71.5,75.7,5.0,9.8,14.6,40.7,10.6,14.400000000000006,28.9,30.8,24.200000000000003,12.3,24.0,20.200000000000003,12.3,21.4,36.3,3.1,28.400000000000006,12.9,0653000,390724,66,Oakland,California,37.8043722,-122.27080259999998,06001,Alameda,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06001,CA,186
49,Minnesota,Minneapolis,32.8,16.2,21.1,4.2,4.8,31.700000000000003,2.2,36.2,70.7,66.7,3.9,8.6,17.8,32.3,6.9,11.200000000000003,22.7,28.7,23.200000000000003,10.5,25.2,18.299999999999997,9.5,20.5,31.2,2.3,29.400000000000006,10.7,2743000,382578,76,Minneapolis,Minnesota,44.9799654,-93.26383609999999,27053,Hennepin,21501.0,Minneapolis,Minnesota,MN,81.75,84.4,86.51,88.06,77.16,80.82,83.6,86.16,85.2,81.9,87.1,79.5,83.6,9.0,6.3,7.6,27053,MN,90
50,Kansas,Wichita,32.2,23.2,14.3,6.7,6.2,30.400000000000006,2.7,37.4,67.1,68.4,6.0,9.4,21.5,36.8,10.3,18.599999999999994,31.8,39.3,26.599999999999994,11.0,35.9,20.5,11.4,28.8,32.6,3.2,25.099999999999994,18.2,2079000,382368,50,Wichita,Kansas,37.6922361,-97.3375448,20173,Sedgwick,29301.0,Wichita,Kansas,KS,80.27,83.62,85.33,86.4,74.36,79.01,81.81,84.06,83.9,79.8,85.2,77.3,81.8,9.7,6.1,7.9,20173,KS,344
51,Texas,Arlington,34.400000000000006,18.3,17.7,5.6,5.0,29.599999999999994,2.4,39.3,65.5,65.6,4.9,8.7,17.5,42.0,9.6,23.200000000000003,28.7,34.7,26.5,11.8,30.9,21.400000000000006,11.6,29.0,36.1,2.6,27.299999999999997,12.9,4804000,365438,58,Arlington,Texas,32.735687,-97.10806559999999,48439,Tarrant,33000.0,Fort Worth,Texas,TX,81.28,83.01,85.02,87.27,75.88,78.76,81.76,84.76,84.1,80.3,86.0,78.6,82.2,8.9,6.0,7.4,48439,TX,258
52,California,Bakersfield,38.6,19.7,16.9,5.7,5.1,29.299999999999997,2.6,41.3,74.5,73.7,5.0,9.0,15.9,38.8,9.9,17.200000000000003,25.4,31.5,24.700000000000003,13.8,29.8,20.299999999999997,13.6,22.9,35.1,2.8,32.8,13.6,0603526,347483,61,Bakersfield,California,35.3732921,-119.0187125,06029,Kern,37100.0,Bakersfield,California,CA,82.24,82.76,84.55,86.25,77.8,79.77,81.45,84.24,84.0,80.8,85.2,80.0,82.4,6.4,4.0,5.2,06029,CA,226
53,Louisiana,New Orleans,28.299999999999997,22.6,18.2,6.7,5.3,26.900000000000006,3.1,39.0,63.0,69.0,6.4,9.5,21.4,44.2,13.5,19.900000000000006,38.0,35.5,20.599999999999994,14.5,34.4,17.900000000000006,14.1,31.7,38.4,4.1,19.400000000000006,21.5,2255000,343829,44,New Orleans,Louisiana,29.9546482,-90.07507199999999,22071,Orleans,3300.0,New Orleans,Louisiana,LA,81.57,83.89,84.65,86.69,75.21,79.38,81.46,84.4,84.2,80.1,85.5,78.4,82.2,9.2,5.1,7.1,22071,LA,415
54,California,Anaheim,37.0,15.8,16.6,4.6,4.8,29.700000000000003,2.4,43.0,75.7,73.2,4.7,8.0,14.2,40.5,9.6,18.799999999999997,25.2,33.4,21.599999999999994,12.7,22.6,22.400000000000006,12.6,22.1,34.2,2.4,32.8,11.4,0602000,336265,67,Anaheim,California,33.8352932,-117.91450359999999,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,175
55,Florida,Tampa,29.099999999999994,22.0,17.0,6.5,5.4,26.299999999999997,2.8,39.1,69.4,70.6,5.8,8.8,19.9,44.0,11.1,22.200000000000003,30.6,33.8,26.599999999999994,14.1,27.1,21.200000000000003,14.0,25.8,37.9,3.2,26.400000000000006,16.8,1271000,335709,54,Tampa,Florida,27.9475216,-82.4584279,12057,Hillsborough,6700.0,Tampa,Florida,FL,81.8,83.76,85.89,87.6,75.69,79.24,81.98,84.71,84.8,80.4,86.2,78.7,82.6,9.0,5.8,7.5,12057,FL,307
56,Colorado,Aurora,39.4,21.2,15.7,5.2,5.2,28.299999999999997,2.4,40.7,62.5,68.8,4.5,9.3,19.1,39.5,8.1,18.200000000000003,26.9,31.3,31.200000000000003,11.9,24.4,20.299999999999997,11.5,22.1,33.7,2.7,31.599999999999994,14.7,0804000,325078,66,Aurora,Colorado,39.729431899999994,-104.8319195,08005,Arapahoe,28900.0,Denver,Colorado,CO,82.53,84.81,86.4,88.43,77.78,81.14,83.83,86.51,85.5,82.3,87.5,80.2,83.9,8.7,5.9,7.3,08005,CO,189
57,California,Santa Ana,40.1,14.7,16.2,4.6,3.7,37.1,2.6,51.3,79.6,77.7,4.8,8.4,16.5,50.1,11.1,28.700000000000003,25.0,33.7,24.099999999999994,15.2,26.1,24.900000000000006,15.3,26.8,36.3,2.6,36.6,14.8,0669000,324528,52,Santa Ana,California,33.7455731,-117.8678338,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,332
58,Missouri,St. Louis,28.799999999999997,25.4,16.0,7.6,5.5,29.700000000000003,3.1,43.3,64.0,70.4,6.5,10.8,25.8,48.1,12.9,18.700000000000003,34.0,33.0,30.5,14.9,35.5,22.900000000000006,15.3,29.6,39.0,4.2,22.5,24.6,2965000,319294,40,St. Louis,Missouri,38.62727329999999,-90.19788890000001,29510,St. Louis (city),24701.0,St. Louis,Missouri,MO,80.22,83.34,85.39,87.37,74.41,78.96,81.96,84.62,84.1,80.0,86.0,77.3,82.0,10.2,7.2,8.7,29510,MO,440
59,Pennsylvania,Pittsburgh,26.900000000000006,26.7,19.6,6.5,6.0,28.900000000000006,2.7,40.3,66.7,75.0,6.0,10.1,19.7,39.6,10.0,12.0,30.7,34.9,26.900000000000006,12.6,32.2,22.599999999999994,11.7,27.5,39.5,3.3,22.299999999999997,17.6,4261000,305704,52,Pittsburgh,Pennsylvania,40.440624799999995,-79.9958864,42003,Allegheny,16300.0,Pittsburgh,Pennsylvania,PA,81.34,84.39,85.78,87.44,75.27,80.16,83.0,85.02,84.7,80.9,86.2,78.3,82.8,9.8,6.1,7.9,42003,PA,323
60,Texas,Corpus Christi,29.900000000000006,22.5,16.9,5.9,5.5,27.700000000000003,3.0,43.9,71.5,73.2,6.2,8.0,18.0,43.2,13.3,28.299999999999997,32.5,38.2,23.400000000000006,11.8,36.1,22.200000000000003,14.1,31.9,35.2,3.0,23.299999999999997,14.3,4817000,305215,43,Corpus Christi,Texas,27.800582799999997,-97.396381,48355,Nueces,31700.0,Corpus Christi,Texas,TX,82.58,83.84,85.63,86.79,76.25,79.92,81.74,84.95,84.7,80.7,85.9,79.4,82.7,8.7,4.2,6.5,48355,TX,417
61,California,Riverside,37.9,17.9,18.4,5.1,4.9,31.900000000000006,2.5,42.2,74.9,73.8,4.8,8.7,15.9,41.1,9.1,17.299999999999997,26.4,31.9,23.099999999999994,13.5,27.3,20.900000000000006,12.7,23.7,38.1,2.5,34.3,13.6,0662000,303871,62,Riverside,California,33.9533487,-117.3961564,06065,Riverside,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06065,CA,223
62,Ohio,Cincinnati,26.5,24.0,17.5,8.0,5.4,29.799999999999997,3.1,40.8,67.6,75.7,6.4,11.0,23.1,42.0,12.6,14.5,34.1,35.4,27.299999999999997,14.0,34.3,22.700000000000003,14.1,28.8,38.6,3.9,21.299999999999997,22.4,3915000,296943,43,Cincinnati,Ohio,39.1146631,-84.52968641,39061,Hamilton,12701.0,Cincinnati,Ohio,OH,79.74,83.06,84.73,87.1,74.33,79.08,82.48,84.85,83.7,80.2,86.0,77.0,82.0,10.5,7.4,9.0,39061,OH,422
63,Kentucky,Lexington,28.299999999999997,23.6,17.1,7.7,5.7,27.799999999999997,2.4,31.700000000000003,60.2,56.9,5.8,10.4,21.5,35.599999999999994,9.5,9.599999999999994,32.6,33.3,21.299999999999997,12.8,30.3,19.599999999999994,12.8,27.2,37.4,2.7,23.599999999999994,19.2,2146027,295803,61,Lexington,Kentucky,38.04979960000001,-84.45854849999999,21067,Fayette,12901.0,Lexington,Kentucky,KY,79.85,82.83,85.39,87.32,74.92,79.63,82.22,85.15,83.8,80.5,86.2,77.4,82.2,10.2,7.5,8.8,21067,KY,227
64,Alaska,Anchorage,44.9,18.5,20.6,4.6,5.3,31.200000000000003,2.0,42.5,67.6,71.2,4.2,9.3,17.9,34.2,7.2,15.099999999999994,26.8,34.8,31.099999999999994,11.0,30.2,21.700000000000003,9.9,21.7,34.0,2.2,36.3,12.6,0203000,291826,63,Anchorage,Alaska,61.2180556,-149.90027780000003,02020,Anchorage,34102.0,Anchorage,Alaska,AK,82.4,83.84,86.03,87.11,76.1,80.28,82.74,85.57,84.8,81.2,86.3,79.2,83.0,9.5,4.7,7.1,02020,AK,216
65,California,Stockton,35.8,21.1,15.7,6.1,5.0,31.799999999999997,2.8,44.9,75.1,77.2,5.8,9.2,17.0,46.4,12.0,19.099999999999994,30.6,35.1,25.799999999999997,14.0,28.3,24.799999999999997,14.7,26.7,37.9,3.3,30.200000000000003,16.4,0675000,291707,50,Stockton,California,37.9577016,-121.29077959999998,06077,San Joaquin,37400.0,Sacramento,California,CA,82.63,84.24,85.7,87.86,78.31,80.66,83.03,85.34,85.1,81.8,86.6,80.5,83.4,7.0,5.2,6.1,06077,CA,352
66,Ohio,Toledo,27.900000000000006,27.1,15.7,9.5,6.0,29.400000000000006,3.1,44.0,71.5,69.6,7.4,10.8,25.0,42.8,12.6,15.900000000000006,35.6,34.3,28.200000000000003,15.4,32.9,25.599999999999994,15.4,31.9,39.8,4.0,22.799999999999997,21.6,3977000,287208,38,Toledo,Ohio,41.6639383,-83.555212,39095,Lucas,13501.0,Toledo,Ohio,OH,80.23,83.78,85.5,87.25,74.34,79.18,82.23,83.86,84.2,79.9,85.6,77.3,82.1,9.5,7.0,8.3,39095,OH,455
67,Minnesota,St. Paul,32.400000000000006,18.5,18.6,4.8,5.5,30.599999999999994,2.3,37.2,70.1,66.4,4.6,8.3,19.9,35.599999999999994,8.2,11.799999999999997,23.5,29.9,23.400000000000006,10.8,26.0,19.299999999999997,10.6,22.4,31.3,2.6,27.299999999999997,13.3,2758000,285068,71,St. Paul,Minnesota,44.9444101,-93.09327420000001,27123,Ramsey,21501.0,Minneapolis,Minnesota,MN,81.75,84.4,86.51,88.06,77.16,80.82,83.6,86.16,85.2,81.9,87.1,79.5,83.6,9.0,6.3,7.6,27123,MN,128
68,New Jersey,Newark,22.900000000000006,21.0,14.1,6.9,4.3,30.900000000000006,3.1,48.9,76.6,82.5,6.0,10.2,23.0,50.5,13.3,25.599999999999994,35.0,33.4,28.400000000000006,15.6,37.7,26.400000000000006,15.8,37.1,48.5,3.9,26.599999999999994,24.7,3451000,277140,34,Newark,New Jersey,40.735657,-74.1723667,34013,Essex,19600.0,Newark,New Jersey,NJ,83.75,84.66,85.43,87.73,78.69,80.65,82.38,85.27,85.4,81.7,86.5,81.2,83.6,6.6,4.0,5.3,34013,NJ,471
69,North Carolina,Greensboro,27.200000000000003,23.1,15.0,6.1,5.8,24.599999999999994,2.7,32.8,62.0,63.2,5.7,9.4,19.8,40.9,10.0,19.799999999999997,33.2,35.0,21.099999999999994,12.7,31.8,18.799999999999997,12.5,26.2,34.8,3.3,25.299999999999997,16.7,3728000,269666,58,Greensboro,North Carolina,36.0726355,-79.79197540000001,37081,Guilford,500.0,Greensboro,North Carolina,NC,81.49,84.17,85.82,87.68,75.15,79.14,82.42,85.04,84.8,80.4,86.4,78.3,82.6,9.9,6.2,8.1,37081,NC,253
70,New York,Buffalo,26.0,26.9,16.3,8.0,5.6,27.200000000000003,3.1,43.0,74.9,75.9,6.5,12.0,23.3,45.0,12.4,15.099999999999994,36.1,34.7,27.0,15.5,37.2,21.5,15.9,34.6,43.2,4.1,24.200000000000003,22.8,3611000,261310,37,Buffalo,New York,42.8864468,-78.8783689,36029,Erie,18000.0,Buffalo,New York,NY,81.76,84.1,85.9,87.56,76.0,80.17,83.13,85.5,84.8,81.2,86.5,78.9,83.0,9.5,5.8,7.6,36029,NY,461
71,Texas,Plano,32.0,17.3,16.8,4.2,5.6,21.900000000000006,2.1,35.5,65.3,62.3,4.1,7.4,12.6,29.400000000000006,8.0,13.700000000000003,26.3,36.0,22.799999999999997,8.7,28.3,18.700000000000003,8.6,21.8,33.0,2.0,26.299999999999997,8.3,4858016,259841,77,Plano,Texas,33.0198431,-96.6988856,48085,Collin,33100.0,Dallas,Texas,TX,82.06,83.97,85.71,87.64,77.48,79.62,81.98,85.18,84.8,81.1,86.4,79.8,82.9,7.7,5.6,6.6,48085,TX,83
72,Nebraska,Lincoln,39.0,18.7,22.5,4.9,5.8,31.5,2.2,38.2,61.2,68.1,4.6,7.8,17.5,32.2,7.0,13.799999999999997,23.9,33.3,26.0,9.8,29.6,23.200000000000003,8.8,20.8,30.5,2.3,25.5,10.4,3128000,258379,68,Lincoln,Nebraska,40.8000011,-96.66695990000001,31109,Lancaster,28101.0,Lincoln,Nebraska,NE,82.55,84.92,86.48,87.85,75.86,80.23,84.17,86.19,85.4,81.6,87.0,79.2,83.5,10.3,5.3,7.8,31109,NE,171
73,Nevada,Henderson,32.900000000000006,21.1,15.9,6.3,6.6,22.900000000000006,2.5,36.8,65.7,69.1,5.5,8.8,16.9,34.5,8.6,11.599999999999994,26.2,34.8,28.0,11.2,24.3,19.5,11.4,22.8,36.0,2.6,26.700000000000003,13.0,3231900,257729,68,Henderson,Nevada,36.0396988,-114.9819368,32003,Clark,37901.0,Las Vegas,Nevada,NV,80.48,82.38,83.77,85.69,75.31,78.63,80.79,82.79,83.1,79.4,84.2,77.9,81.2,7.5,5.2,6.3,32003,NV,166
74,Indiana,Fort Wayne,36.1,24.7,17.1,7.4,6.3,28.5,2.7,42.3,69.2,74.8,6.7,9.7,20.9,37.2,10.7,15.400000000000006,32.2,37.2,32.900000000000006,13.5,31.8,25.200000000000003,13.3,27.6,36.1,3.3,23.5,16.2,1825000,253691,46,Fort Wayne,Indiana,41.1306041,-85.1288597,18003,Allen,14100.0,Fort Wayne,Indiana,IN,80.68,84.32,85.64,87.8,75.32,79.87,82.23,84.86,84.6,80.6,86.3,78.0,82.6,9.5,7.1,8.3,18003,IN,395
75,New Jersey,Jersey City,22.200000000000003,17.6,15.6,4.6,4.2,25.700000000000003,2.4,47.3,78.1,78.4,4.5,8.1,17.3,39.6,9.8,16.099999999999994,28.8,30.6,29.299999999999997,11.5,23.6,23.900000000000006,10.9,30.7,44.3,2.5,26.099999999999994,18.1,3436000,247597,63,Jersey City,New Jersey,40.7281575,-74.0776417,34017,Hudson,19600.0,Newark,New Jersey,NJ,83.75,84.66,85.43,87.73,78.69,80.65,82.38,85.27,85.4,81.7,86.5,81.2,83.6,6.6,4.0,5.3,34017,NJ,210
76,Florida,St. Petersburg,27.099999999999994,26.1,17.0,7.5,7.0,21.299999999999997,2.9,36.2,66.1,67.5,6.9,9.0,20.9,41.7,11.1,17.400000000000006,32.5,34.6,23.299999999999997,13.4,27.4,21.0,13.8,26.7,37.8,3.6,22.099999999999994,15.4,1263000,244769,53,St. Petersburg,Florida,27.770860600000002,-82.67926609999999,12103,Pinellas,6700.0,Tampa,Florida,FL,81.8,83.76,85.89,87.6,75.69,79.24,81.98,84.71,84.8,80.4,86.2,78.7,82.6,9.0,5.8,7.5,12103,FL,319
77,California,Chula Vista,35.599999999999994,16.7,17.5,4.2,5.0,27.099999999999994,2.5,41.2,73.2,75.6,4.5,7.7,12.1,38.5,9.5,16.700000000000003,25.5,32.5,23.299999999999997,11.4,24.4,18.400000000000006,11.9,20.2,36.0,2.4,32.0,11.3,0613392,243916,70,Chula Vista,California,32.6400541,-117.0841955,06073,San Diego,38000.0,San Diego,California,CA,84.62,85.45,86.76,87.85,79.64,81.2,83.31,85.93,86.2,82.5,86.9,82.1,84.4,6.3,3.2,4.8,06073,CA,146
78,Virginia,Norfolk,25.400000000000006,20.4,18.4,5.9,4.7,28.700000000000003,2.4,37.5,65.7,68.8,4.7,9.1,20.0,37.0,10.1,16.0,30.3,30.9,19.200000000000003,12.5,32.8,19.099999999999994,11.0,26.4,39.4,3.1,25.700000000000003,17.9,5157000,242803,60,Norfolk,Virginia,36.8468146,-76.2852183,51710,Norfolk (city),2000.0,Virginia Beach,Virginia,VA,80.74,83.12,85.14,86.94,74.35,78.5,81.87,85.03,84.0,79.9,86.0,77.5,82.0,10.7,6.2,8.5,51710,VA,239
79,Florida,Orlando,32.400000000000006,20.7,17.4,6.2,4.9,27.299999999999997,2.6,37.8,73.1,70.5,5.2,8.8,18.8,42.7,10.0,22.5,29.3,33.4,22.200000000000003,14.0,26.4,21.299999999999997,12.9,26.0,36.5,2.9,28.900000000000006,16.4,1253000,238300,57,Orlando,Florida,28.5383355,-81.3792365,12095,Orange,7400.0,Orlando,Florida,FL,83.44,85.29,86.44,87.93,77.73,80.79,83.17,85.2,85.8,81.7,86.6,80.6,83.8,7.5,4.5,6.0,12095,FL,267
80,Arizona,Chandler,33.8,17.5,16.2,4.6,5.6,23.099999999999994,2.2,35.2,66.2,65.2,3.9,8.5,13.8,32.3,7.3,12.299999999999997,24.0,32.5,21.400000000000006,10.5,24.9,17.0,9.5,20.2,33.7,2.0,31.099999999999994,9.7,0412000,236123,79,Chandler,Arizona,33.3061605,-111.8412502,04013,Maricopa,35001.0,Phoenix,Arizona,AZ,82.6,84.37,85.99,87.42,77.36,80.31,82.7,85.1,85.1,81.4,86.3,80.0,83.2,7.7,4.8,6.3,04013,AZ,57
81,Texas,Laredo,36.9,18.1,15.1,5.4,3.8,36.6,3.5,56.5,75.8,80.2,6.3,8.2,17.8,54.1,14.8,44.2,29.6,36.0,32.099999999999994,13.6,39.5,26.599999999999994,16.6,38.9,33.6,3.0,28.599999999999994,19.2,4841464,236091,29,Laredo,Texas,27.506407,-99.5075421,48479,Webb,31503.0,Laredo,Texas,TX,86.12,86.98,83.61,85.36,80.1,81.62,82.69,84.28,85.5,82.2,84.8,83.1,83.8,4.2,-0.8,1.7,48479,TX,483
82,Wisconsin,Madison,33.8,17.5,24.4,4.1,5.1,31.0,2.1,30.299999999999997,64.6,66.6,3.9,9.5,16.0,28.099999999999994,5.8,9.400000000000006,21.5,30.1,22.900000000000006,10.5,25.7,17.099999999999994,9.0,18.5,30.3,1.9,31.099999999999994,9.9,5548000,233209,79,Madison,Wisconsin,43.07305170000001,-89.4012302,55025,Dane,23100.0,Madison,Wisconsin,WI,81.17,84.99,86.63,88.17,76.46,81.16,83.61,85.79,85.2,81.8,87.0,78.8,83.5,9.3,7.0,8.2,55025,WI,63
83,North Carolina,Winston-Salem,26.099999999999994,25.6,13.9,7.0,6.1,24.0,3.0,34.5,59.5,59.8,6.7,9.3,21.1,39.3,11.4,22.400000000000006,35.3,35.4,18.799999999999997,13.2,32.0,19.900000000000006,13.7,26.6,36.0,3.8,23.099999999999994,17.7,3775000,229617,53,Winston-Salem,North Carolina,36.0998596,-80.24421600000001,37067,Forsyth,401.0,Winston-Salem,North Carolina,NC,81.29,84.22,85.67,86.87,75.13,79.74,82.34,85.62,84.5,80.7,86.2,78.2,82.6,10.5,5.6,8.0,37067,NC,315
84,Texas,Lubbock,34.400000000000006,19.3,17.9,5.9,5.2,33.3,2.5,41.9,66.2,69.1,5.5,9.1,17.4,42.6,9.7,23.900000000000006,29.6,36.7,27.799999999999997,12.3,33.5,24.599999999999994,12.1,30.8,32.9,2.7,27.200000000000003,13.5,4845000,229573,52,Lubbock,Texas,33.5778631,-101.85516650000001,48303,Lubbock,30802.0,Lubbock,Texas,TX,80.75,83.46,85.73,87.29,75.96,78.82,82.31,85.3,84.3,80.6,86.3,78.4,82.4,9.3,6.5,7.9,48303,TX,327
85,Louisiana,Baton Rouge,26.299999999999997,23.4,15.7,6.4,5.5,29.400000000000006,2.9,38.9,61.3,67.9,6.2,9.5,18.8,43.6,12.0,19.599999999999994,36.9,35.0,21.200000000000003,14.9,34.4,19.400000000000006,13.6,31.0,35.9,3.7,21.700000000000003,19.4,2205000,229493,49,Baton Rouge,Louisiana,30.4507462,-91.154551,22033,East Baton Rouge,3500.0,Baton Rouge,Louisiana,LA,81.33,83.8,85.49,87.76,74.51,79.58,82.42,84.17,84.6,80.2,86.0,77.9,82.4,9.7,6.4,8.1,22033,LA,358
86,North Carolina,Durham,30.200000000000003,20.2,16.1,5.3,5.0,25.400000000000006,2.5,31.900000000000006,61.4,62.1,4.8,9.1,17.3,35.599999999999994,9.2,20.5,29.7,30.3,17.5,12.2,27.0,16.099999999999994,11.4,23.3,33.9,2.9,27.200000000000003,16.4,3719000,228330,69,Durham,North Carolina,35.99403289999999,-78.898619,37063,Durham,1701.0,Raleigh,North Carolina,NC,81.61,84.37,86.4,88.05,75.63,79.53,82.84,85.93,85.1,81.0,87.0,78.6,83.0,10.3,6.4,8.4,37063,NC,150
87,Texas,Garland,33.900000000000006,21.1,16.6,6.4,5.2,30.400000000000006,2.6,42.7,67.3,68.1,5.7,8.6,18.3,43.8,11.1,27.700000000000003,31.7,38.0,24.400000000000006,12.2,33.9,24.700000000000003,13.5,33.2,34.4,3.0,26.099999999999994,15.2,4829000,226876,47,Garland,Texas,32.912624,-96.6388833,48113,Dallas,33100.0,Dallas,Texas,TX,82.06,83.97,85.71,87.64,77.48,79.62,81.98,85.18,84.8,81.1,86.4,79.8,82.9,7.7,5.6,6.6,48113,TX,391
